Full_Address,Longitude,Latitude,Zip,REC_TYPE,PIN,OVACLS,CLASS_DESCRIPTION,CURRENT_LAND,CURRENT_BUILDING,CURRENT_TOTAL,ESTIMATED_MARKET_VALUE,PRIOR_LAND,PRIOR_BUILDING,PRIOR_TOTAL,PPRIOR_LAND,PPRIOR_BUILDING,PPRIOR_TOTAL,PPRIOR_YEAR,TOWN,VOLUME,LOC,TAX_CODE,NEIGHBORHOOD,HOUSENO,DIR,STREET,SUFFIX,APT,CITY,RES_TYPE,BLDG_USE,APT_DESC,COMM_UNITS,EXT_DESC,FULL_BATH,HALF_BATH,BSMT_DESC,ATTIC_DESC,AC,FIREPLACE,GAR_DESC,AGE,BUILDING_SQ_FT,LAND_SQ_FT,BLDG_SF,UNITS_TOT,MULTI_SALE,DEED_TYPE,SALE_DATE,SALE_AMOUNT,APPCNT,APPEAL_A,APPEAL_A_STATUS,APPEAL_A_RESULT,APPEAL_A_REASON,APPEAL_A_PIN_RESULT,APPEAL_A_PROPAV,APPEAL_A_CURRAV,APPEAL_A_RESLTDATE
"1423 W 19TH ST, CHICAGO, IL",-87.6622021,41.8558327,60608,A-HD,17203210100000,315,"Two or three story non-fireproof corridor apartments,or california type apartments, interior entrance                         ",2750,59385,62135,621350,2750,52125,54875,2750,52125,54875,2013,77,598,CITY,77001,141,1423,W,19TH ,ST, ,CHICAGO,             ,,        , ,        ,0,0, , ,0,0, ,132,0,3334,0,0,0,1,6/1/2005,700000,1,107199,Appeal Review Complete       ,Assessed Value Adjusted,11,Assessed Value Adjusted,69049,62135,10/19/2015
"1422 W CULLERTON ST, CHICAGO, IL",-87.6621987,41.8553171,60608,A-HD,17203210170000,211,"Two to Six Apartments, Over 62 Years                                                         ",6355,47446,53801,538010,5580,41521,47101,5580,41521,47101,2013,77,598,CITY,77001,141,1422,W,CULLERTON ,ST,2,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,3,0,Full and Unfinished,None,2,0, ,129,3894,3100,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1419 W CULLERTON ST, CHICAGO, IL",-87.6620933,41.8549977,60608,A-HD,17203220170000,211,"Two to Six Apartments, Over 62 Years                                                         ",6355,30016,36371,363710,5580,20998,26578,5580,20998,26578,2013,77,598,CITY,77001,141,1419,W,CULLERTON ,ST, ,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,3,0,Full and Unfinished,None,2,0, ,144,1518,3100,     ,        ,0,1,4/1/2015,120000,0,0,                  ,,0,,0,0,     
"1414 W 17TH ST, CHICAGO, IL",-87.6620319,41.8590234,60608,A-HD,17203010230000,211,"Two to Six Apartments, Over 62 Years                                                         ",6355,39109,45464,454640,5580,32077,37657,5580,32077,37657,2013,77,598,CITY,77001,141,1414,W,17TH ,ST,4,CHICAGO,Three Story       ,Multi Family  ,4,0,Masonry    ,4,0,Craw and Formal Rec. Room,None,2,0, ,127,3378,3100,     ,        ,0,1,6/1/2001,225000,0,0,                  ,,0,,0,0,     
"1417 W 19TH ST, CHICAGO, IL",-87.6620132,41.8558628,60608,A-HD,17203210120000,211,"Two to Six Apartments, Over 62 Years                                                         ",6355,46046,52401,524010,5580,33948,39528,5580,33948,39528,2013,77,598,CITY,77001,141,1417,W,19TH ,ST,2,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,3,0,Full and Unfinished,None,2,0, ,132,3828,3100,     ,        ,0,1,10/1/1995,10622,0,0,                  ,,0,,0,0,     
"1417 W CULLERTON ST, CHICAGO, IL",-87.6619973,41.854966,60608,A-HD,17203220180000,211,"Two to Six Apartments, Over 62 Years                                                         ",6355,43955,50310,503100,5580,36295,41875,5580,36295,41875,2013,77,598,CITY,77001,141,1417,W,CULLERTON ,ST,1,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,3,0,Full and Unfinished,None,2,0, ,147,4013,3100,     ,        ,0,1,10/1/2014,475000,1,101451,Appeal Review Complete       ,Assessed Value Not Adjusted,49,Assessed Value Not Adjusted,50310,50310,12/4/2015
"1612 S LOOMIS ST, CHICAGO, IL",-87.6616017,41.859232,60608,A-HD,17203010300000,211,"Two to Six Apartments, Over 62 Years                                                         ",4920,34002,38922,389220,4320,25071,29391,4320,25071,29391,2013,77,598,CITY,77001,141,1612,S,LOOMIS ,ST,2,CHICAGO,Two Story        ,Multi Family  ,2,0,Masonry    ,2,0,Full and Unfinished,None,2,0, ,127,1346,2400,     ,        ,0,1,5/1/1999,140000,0,0,                  ,,0,,0,0,     
"1724 S LOOMIS ST, CHICAGO, IL",-87.6615732,41.857997,60608,A-HD,17203030490000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",4920,52742,57662,576620,6120,57240,63360,6120,57240,63360,2013,77,598,CITY,77001,141,1724,S,LOOMIS ,ST, ,CHICAGO,             ,Multi Family  ,0,0,        ,0,0, , ,0,0, ,147,0,2400,     ,        ,0,2,8/1/1999,150000,1,9079996,Appeal Review Complete       ,Assessed Value Adjusted,12,Assessed Value Adjusted,63360,57662,10/19/2015
"1846 S LOOMIS ST, CHICAGO, IL",-87.6615475,41.85636,60608,A-HD,17203120110000,315,"Two or three story non-fireproof corridor apartments,or california type apartments, interior entrance                         ",5754,100974,106728,1067280,5754,92660,98414,5754,92660,98414,2013,77,598,CITY,77001,141,1846,S,LOOMIS ,ST, ,CHICAGO,             ,,        , ,        ,0,0, , ,0,0, ,93,0,6975,23947,14,1,2,1/1/2001,372524,1,109463,Appeal Review Complete       ,Assessed Value Not Adjusted,18,Assessed Value Not Adjusted,106728,106728,10/19/2015
"1908 S LOOMIS ST, CHICAGO, IL",-87.6615101,41.8557124,60608,A-HD,17203210240000,211,"Two to Six Apartments, Over 62 Years                                                         ",6150,43958,50108,501080,5400,30006,35406,5400,30006,35406,2013,77,598,CITY,77001,141,1908,S,LOOMIS ,ST, ,CHICAGO,Three Story       ,Multi Family  ,4,0,Masonry    ,4,0,Slab and Unfinished, ,2,0, ,135,3747,3000,     ,        ,0,2,11/1/2005,565000,0,0,                  ,,0,,0,0,     
"1904 S LOOMIS ST, CHICAGO, IL",-87.6615014,41.8558573,60608,A-HD,17203210220000,211,"Two to Six Apartments, Over 62 Years                                                         ",6150,33128,39278,392780,5400,27440,32840,5400,27440,32840,2013,77,598,CITY,77001,141,1904,S,LOOMIS ,ST,1,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,3,0,Full and Unfinished, ,2,0, ,130,3696,3000,     ,        ,0,0,     ,0,1,109345,Appeal Review Complete       ,Assessed Value Adjusted,1,Assessed Value Adjusted,44093,43199,10/19/2015
"1911 S LOOMIS ST, CHICAGO, IL",-87.6610253,41.8556906,60608,A-HD,17203230040000,211,"Two to Six Apartments, Over 62 Years                                                         ",5586,41877,47463,474630,4905,32914,37819,4905,32914,37819,2013,77,598,CITY,77001,141,1911,S,LOOMIS ,ST, ,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,3,0,Full and Unfinished,None,2,0, ,137,3300,2725,     ,        ,0,2,10/1/2000,130000,0,0,                  ,,0,,0,0,     
"1841 S LOOMIS ST, CHICAGO, IL",-87.6610175,41.8566544,60608,A-HD,17203140040000,211,"Two to Six Apartments, Over 62 Years                                                         ",6445,36732,43177,431770,5659,40940,46599,5659,40940,46599,2013,77,598,CITY,77001,141,1841,S,LOOMIS ,ST, ,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,3,0,Full and Unfinished,None,2,0, ,137,3528,3144,     ,        ,0,1,8/1/1996,75000,0,0,                  ,,0,,0,0,     
"2013 S LOOMIS ST, CHICAGO, IL",-87.6609908,41.8546942,60608,A-HD,17203240060000,211,"Two to Six Apartments, Over 62 Years                                                         ",5586,40256,45842,458420,4905,27527,32432,4905,27527,32432,2013,77,598,CITY,77001,141,2013,S,LOOMIS ,ST, ,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,3,0,Full and Unfinished, ,2,0, ,132,4224,2725,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1901 S LOOMIS ST, CHICAGO, IL",-87.6609403,41.8559206,60608,A-HD,17203230010000,318,"Mixed use commercial/residential with apts. above seven units or more or building sq. ft. over 20,000                         ",3507,55831,59338,593380,3507,12806,16313,3507,64028,67535,2013,77,598,CITY,77001,141,1901,S,LOOMIS ,ST, ,CHICAGO,             ,,        , ,        ,0,0, , ,0,0, ,129,0,4251,0,0,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1835 S LOOMIS ST, CHICAGO, IL",-87.6609324,41.8568533,60608,A-HD,17203140010000,211,"Two to Six Apartments, Over 62 Years                                                         ",6445,33606,40051,400510,5659,31505,37164,5659,31505,37164,2013,77,598,CITY,77001,141,1835,S,LOOMIS ,ST, ,CHICAGO,Two Story        ,Multi Family  ,2,0,Frame     ,2,0,Full and Formal Rec. Room,None,1,0, ,97,1952,3144,     ,        ,0,1,5/1/2005,293000,1,107383,Appeal Review Complete       ,Assessed Value Adjusted,1,Assessed Value Adjusted,41499,40051,10/19/2015
"1663 S BLUE ISLAND AVE, CHICAGO, IL",-87.6605756,41.8580773,60608,A-HD,17203050220000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",5362,44731,50093,500930,4708,27197,31905,4708,27197,31905,2013,77,598,CITY,77001,141,1663,S,BLUE ISLAND ,AVE, ,CHICAGO,Three Story       ,Multi Family  ,6,1,Masonry    ,6,1,Full and Unfinished,None,2,0, ,124,10080,2616,     ,        ,0,1,3/1/2001,270000,0,0,                  ,,0,,0,0,     
"1342 W CULLERTON ST, CHICAGO, IL",-87.6605351,41.8554455,60608,A-HD,17203230250000,211,"Two to Six Apartments, Over 62 Years                                                         ",6355,28691,35046,350460,5580,23385,28965,5580,23385,28965,2013,77,598,CITY,77001,141,1342,W,CULLERTON ,ST, ,CHICAGO,Two Story        ,Multi Family  ,2,0,Frame     ,2,0,Slab and Unfinished,None,2,0, ,137,1000,3100,     ,        ,0,1,2/1/1999,95000,0,0,                  ,,0,,0,0,     
"1340 W 18TH PL, CHICAGO, IL",-87.6605136,41.8572438,60608,A-HD,17203130200000,211,"Two to Six Apartments, Over 62 Years                                                         ",6100,53134,59234,592340,5356,42342,47698,5356,42342,47698,2013,77,598,CITY,77001,141,1340,W,18TH ,PL, ,CHICAGO,Three Story       ,Multi Family  ,6,0,Masonry    ,6,0,Full and Unfinished, ,2,0, ,137,4881,2976,     ,        ,1,1,9/1/2005,614330,1,97142,Appeal Review Complete       ,Assessed Value Not Adjusted,16,Assessed Value Not Adjusted,59234,59234,10/19/2015
"1339 W 18TH ST, CHICAGO, IL",-87.6604333,41.8576356,60608,A-HD,17203130080000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",6100,44148,50248,502480,5356,49025,54381,5356,49025,54381,2013,77,598,CITY,77001,141,1339,W,18TH ,ST, ,CHICAGO,Two Story        ,Multi Family  ,2,0,Masonry    ,4,0,Full and Unfinished,None,2,0, ,115,1864,2976,     ,        ,0,1,6/1/1997,280000,0,0,                  ,,0,,0,0,     
"1339 W 19TH ST, CHICAGO, IL",-87.6603596,41.8559028,60608,A-HD,17203230130000,211,"Two to Six Apartments, Over 62 Years                                                         ",6355,35688,42043,420430,5580,24173,29753,5580,24173,29753,2013,77,598,CITY,77001,141,1339,W,19TH ,ST, ,CHICAGO,Two Story        ,Multi Family  ,2,0,Masonry    ,2,0,Full and Unfinished,None,2,0, ,132,2220,3100,     ,        ,0,1,7/1/2015,300000,0,0,                  ,,0,,0,0,     
"1334 W 18TH PL, CHICAGO, IL",-87.6602448,41.8571642,60608,A-HD,17203130230000,211,"Two to Six Apartments, Over 62 Years                                                         ",6100,45572,51672,516720,5356,35495,40851,5356,35495,40851,2013,77,598,CITY,77001,141,1334,W,18TH ,PL, ,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,6,0,Full and Unfinished,None,2,0, ,132,4284,2976,     ,        ,0,0,9/1/2015,535000,0,0,                  ,,0,,0,0,     
"1334 W 18TH ST, CHICAGO, IL",-87.6602124,41.858057,60608,A-HD,17203050330000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",6562,44491,51053,510530,5761,26742,32503,5761,26742,32503,2013,77,598,CITY,77001,141,1334,W,18TH ,ST, ,CHICAGO,Three Story       ,Multi Family  ,6,2,Masonry    ,6,1,Full and Unfinished,None,1,0, ,124,11965,3201,     ,        ,0,1,11/1/2000,510000,1,97145,Appeal Review Complete       ,Assessed Value Not Adjusted,16,Assessed Value Not Adjusted,51053,51053,10/19/2015
"1332 W CULLERTON ST, CHICAGO, IL",-87.6601608,41.8553408,60608,A-HD,17203230290000,211,"Two to Six Apartments, Over 62 Years                                                         ",6355,32387,38742,387420,5580,28640,34220,5580,28640,34220,2013,77,598,CITY,77001,141,1332,W,CULLERTON ,ST, ,CHICAGO,Two Story        ,Multi Family  ,2,0,Frame     ,3,0,Full and Unfinished,None,2,0, ,140,3234,3100,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1332 W 18TH PL, CHICAGO, IL",-87.6601558,41.8571743,60608,A-HD,17203130240000,211,"Two to Six Apartments, Over 62 Years                                                         ",6100,45983,52083,520830,5356,32145,37501,5356,32145,37501,2013,77,598,CITY,77001,141,1332,W,18TH ,PL, ,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,3,0,Full and Unfinished,None,2,0, ,137,4410,2976,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1328 W 18TH ST, CHICAGO, IL",-87.6600839,41.8581398,60608,A-HD,17203050340000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",5559,48015,53574,535740,4881,18636,23517,4881,18636,23517,2013,77,598,CITY,77001,141,1328,W,18TH ,ST, ,CHICAGO,Three Story       ,Multi Family  ,3,1,Masonry    ,3,1,Full and Unfinished,Full and Living Area,2,0, ,122,5880,2712,     ,        ,0,1,3/1/2012,595000,1,108894,Appeal Review Complete       ,Assessed Value Not Adjusted,18,Assessed Value Not Adjusted,53574,53574,10/19/2015
"1328 W 18TH PL, CHICAGO, IL",-87.6600657,41.8571669,60608,A-HD,17203130250000,211,"Two to Six Apartments, Over 62 Years                                                         ",6100,38911,45011,450110,5356,31013,36369,5356,31013,36369,2013,77,598,CITY,77001,141,1328,W,18TH ,PL, ,CHICAGO,Three Story       ,Multi Family  ,6,0,Masonry    ,6,0,Full and Unfinished,None,2,0, ,137,4035,2976,     ,        ,0,1,6/1/1990,84000,1,109289,Appeal Review Complete       ,Assessed Value Adjusted,1,Assessed Value Adjusted,56550,54265,10/19/2015
"1326 W 18TH ST, CHICAGO, IL",-87.6599988,41.8581225,60608,A-HD,17203050350000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",5904,30732,36636,366360,5184,19014,24198,5184,19014,24198,2013,77,598,CITY,77001,141,1326,W,18TH ,ST, ,CHICAGO,Three Story       ,Multi Family  ,5,1,Masonry    ,6,1,Full and Unfinished,None,2,0,2 Cars Detached,124,7800,2880,     ,        ,0,2,4/1/2002,135000,0,0,                  ,,0,,0,0,     
"1326 W 19TH ST, CHICAGO, IL",-87.6599515,41.8562872,60608,A-HD,17203140300000,211,"Two to Six Apartments, Over 62 Years                                                         ",6100,39117,45217,452170,5356,30320,35676,5356,30320,35676,2013,77,598,CITY,77001,141,1326,W,19TH ,ST, ,CHICAGO,Three Story       ,Multi Family  ,6,0,Frame     ,6,6,Slab and Unfinished,None,2,0, ,117,4950,2976,     ,        ,0,1,5/1/2006,385000,0,0,                  ,,0,,0,0,     
"1325 W 18TH ST, CHICAGO, IL",-87.6599019,41.8576354,60608,A-HD,17203130140000,318,"Mixed use commercial/residential with apts. above seven units or more or building sq. ft. over 20,000                         ",2529,55407,57936,579360,2529,55407,57936,2529,55407,57936,2013,77,598,CITY,77001,141,1325,W,18TH ,ST, ,CHICAGO,             ,,        , ,        ,0,0, , ,0,0, ,137,0,2976,0,0,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1324 W 18TH PL, CHICAGO, IL",-87.6598939,41.8571741,60608,A-HD,17203130270000,211,"Two to Six Apartments, Over 62 Years                                                         ",6100,47916,54016,540160,5356,28123,33479,5356,32711,38067,2013,77,598,CITY,77001,141,1324,W,18TH ,PL, ,CHICAGO,Three Story       ,Multi Family  ,6,0,Masonry    ,6,0,Full and Unfinished, ,2,0, ,137,3534,2976,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1303 W ROOSEVELT RD, CHICAGO, IL",-87.6598344,41.8667061,60608,A-HD,17201020540000,315,"Two or three story non-fireproof corridor apartments,or california type apartments, interior entrance                         ",32530,18470,51000,510000,32530,22559,55089,32530,22559,55089,2013,77,597,CITY,77023,141,1303,W,ROOSEVELT ,RD, ,CHICAGO,             ,,        , ,        ,0,0, , ,0,0, ,9,0,20654,0,0,0,0,     ,0,1,106470,Appeal Review Complete       ,Assessed Value Adjusted,11,Assessed Value Adjusted,93186,80205,12/4/2015
"1323 W 18TH PL, CHICAGO, IL",-87.6597912,41.8568154,60608,A-HD,17203140190000,211,"Two to Six Apartments, Over 62 Years                                                         ",6100,35143,41243,412430,5356,21911,27267,5356,21911,27267,2013,77,598,CITY,77001,141,1323,W,18TH ,PL,1,CHICAGO,Two Story        ,Multi Family  ,2,0,Masonry    ,2,0,Full and Unfinished,None,2,0,1 Car Detached,132,2394,2976,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1320 W 19TH ST, CHICAGO, IL",-87.6596919,41.8563459,60608,A-HD,17203140330000,211,"Two to Six Apartments, Over 62 Years                                                         ",6100,39024,45124,451240,5356,35186,40542,5356,35186,40542,2013,77,598,CITY,77001,141,1320,W,19TH ,ST, ,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,3,0,Full and Unfinished,None,2,0, ,127,3480,2976,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1316 W 18TH ST, CHICAGO, IL",-87.659647,41.8581091,60608,A-HD,17203050390000,318,"Mixed use commercial/residential with apts. above seven units or more or building sq. ft. over 20,000                         ",2448,49978,52426,524260,2448,49978,52426,2448,49978,52426,2013,77,598,CITY,77001,141,1316,W,18TH ,ST, ,CHICAGO,             ,,        , ,        ,0,0, , ,0,0, ,127,0,2880,0,0,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1316 W 18TH PL, CHICAGO, IL",-87.6596222,41.8571787,60608,A-HD,17203130300000,211,"Two to Six Apartments, Over 62 Years                                                         ",6100,33853,39953,399530,5356,26117,31473,5356,26117,31473,2013,77,598,CITY,77001,141,1316,W,18TH ,PL, ,CHICAGO,Two Story        ,Multi Family  ,2,0,Masonry    ,2,0,Slab and Unfinished,None,2,0, ,137,2200,2976,     ,        ,0,1,7/1/1991,85000,0,0,                  ,,0,,0,0,     
"1319 W 19TH ST, CHICAGO, IL",-87.6596144,41.8559067,60608,A-HD,17203230210000,211,"Two to Six Apartments, Over 62 Years                                                         ",6355,48976,55331,553310,5580,35853,41433,5580,35853,41433,2013,77,598,CITY,77001,141,1319,W,19TH ,ST, ,CHICAGO,Two Story        ,Multi Family  ,4,0,Masonry    ,4,0,Full and Apartment,None,2,0, ,137,3800,3100,     ,        ,0,1,10/1/2005,445000,0,0,                  ,,0,,0,0,     
"1319 W CULLERTON ST, CHICAGO, IL",-87.6595891,41.8549982,60608,A-HD,17203240190000,211,"Two to Six Apartments, Over 62 Years                                                         ",6355,45646,52001,520010,5580,43489,49069,5580,43489,49069,2013,77,598,CITY,77001,141,1319,W,CULLERTON ,ST,10,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,3,0,Full and Unfinished, ,2,0, ,127,3906,3100,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1317 W 19TH ST, CHICAGO, IL",-87.6595288,41.8558969,60608,A-HD,17203230220000,211,"Two to Six Apartments, Over 62 Years                                                         ",6355,48288,54643,546430,5580,29386,34966,5580,29386,34966,2013,77,598,CITY,77001,141,1317,W,19TH ,ST, ,CHICAGO,Two Story        ,Multi Family  ,4,0,Masonry    ,6,0,Full and Apartment,None,2,0, ,137,3267,3100,     ,        ,0,1,4/1/2002,210000,1,106381,Appeal Review Complete       ,Assessed Value Not Adjusted,48,Assessed Value Not Adjusted,54643,54643,12/4/2015
"1314 W 19TH ST, CHICAGO, IL",-87.6595066,41.8563533,60608,A-HD,17203140350000,211,"Two to Six Apartments, Over 62 Years                                                         ",6100,31074,37174,371740,5356,19359,24715,5356,19359,24715,2013,77,598,CITY,77001,141,1314,W,19TH ,ST, ,CHICAGO,Three Story       ,Multi Family  ,6,0,Masonry    ,6,0,Full and Unfinished,None,2,0, ,112,7722,2976,     ,        ,0,1,11/1/2005,96931,0,0,                  ,,0,,0,0,     
"1312 W CULLERTON ST, CHICAGO, IL",-87.6594282,41.8554397,60608,A-HD,17203230370000,211,"Two to Six Apartments, Over 62 Years                                                         ",6355,44695,51050,510500,5580,20982,26562,5580,20982,26562,2013,77,598,CITY,77001,141,1312,W,CULLERTON ,ST,1FF ,CHICAGO,Three Story       ,Multi Family  ,6,0,Masonry    ,9,3,Full and Apartment,None,2,0, ,129,11808,3100,     ,        ,0,1,1/1/2000,310000,1,6102452,Appeal Review Complete       ,Assessed Value Not Adjusted,16,Assessed Value Not Adjusted,51050,51050,10/19/2015
"1310 W 18TH ST, CHICAGO, IL",-87.6592145,41.8580325,60608,A-HD,17203050610000,318,"Mixed use commercial/residential with apts. above seven units or more or building sq. ft. over 20,000                         ",2448,50029,52477,524770,2448,48360,50808,2448,48360,50808,2013,77,598,CITY,77001,141,1310,W,18TH ,ST, ,CHICAGO,             ,,        , ,        ,0,0, , ,0,0, ,131,0,2880,0,0,0,2,3/1/2002,390000,1,106519,Appeal Review Complete       ,Assessed Value Not Adjusted,22,Assessed Value Not Adjusted,52477,52477,10/19/2015
"2000 S THROOP ST, CHICAGO, IL",-87.6591892,41.8550659,60608,A-HD,17203240260000,315,"Two or three story non-fireproof corridor apartments,or california type apartments, interior entrance                         ",6948,28280,35228,352280,6948,28280,35228,6948,28280,35228,2013,77,598,CITY,77001,141,2000,S,THROOP ,ST, ,CHICAGO,             ,,        , ,        ,0,0, , ,0,0, ,124,0,2725,0,0,0,1,6/1/2007,515000,1,96524,Appeal Review Complete       ,Assessed Value Not Adjusted,18,Assessed Value Not Adjusted,35228,35228,10/19/2015
"1626 S THROOP ST, CHICAGO, IL",-87.6591529,41.8588941,60608,A-HD,17203050490000,211,"Two to Six Apartments, Over 62 Years                                                         ",5904,45696,51600,516000,5184,36277,41461,5184,36277,41461,2013,77,598,CITY,77001,141,1626,S,THROOP ,ST, ,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,3,0,Full and Unfinished,None,2,0, ,127,3906,2880,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1900 S THROOP ST, CHICAGO, IL",-87.6591348,41.855993,60608,A-HD,17203230380000,318,"Mixed use commercial/residential with apts. above seven units or more or building sq. ft. over 20,000                         ",3417,36345,39762,397620,3417,35733,39150,3417,35733,39150,2013,77,598,CITY,77001,141,1900,S,THROOP ,ST, ,CHICAGO,             ,,        , ,        ,0,0, , ,0,0, ,145,0,4142,0,0,0,1,10/1/2008,362500,1,109587,Appeal Review Complete       ,Assessed Value Not Adjusted,18,Assessed Value Not Adjusted,39762,39762,10/19/2015
"1858 S THROOP ST, CHICAGO, IL",-87.6591268,41.8562197,60608,A-HD,17203140420000,318,"Mixed use commercial/residential with apts. above seven units or more or building sq. ft. over 20,000                         ",5400,29752,35152,351520,2475,25671,28146,2475,25671,28146,2013,77,598,CITY,77001,141,1858,S,THROOP ,ST, ,CHICAGO,             ,,        , ,        ,0,0, , ,0,0, ,124,0,3000,     ,        ,0,1,11/1/2002,400000,1,106377,Appeal Review Complete       ,Assessed Value Not Adjusted,22,Assessed Value Not Adjusted,35152,35152,10/19/2015
"1924 S THROOP ST, CHICAGO, IL",-87.6591171,41.8553118,60608,A-HD,17203230470000,391,Apartment buildings over three stories                                                        ,2248,49945,52193,521930,2248,49945,52193,2248,49945,52193,2013,77,598,CITY,77001,141,1924,S,THROOP ,ST, ,CHICAGO,             ,,        , ,        ,0,0, , ,0,0, ,112,0,2725,0,0,0,1,4/1/2001,587500,0,0,                  ,,0,,0,0,     
"1836 S THROOP ST, CHICAGO, IL",-87.6591048,41.8568086,60608,A-HD,17203140370000,211,"Two to Six Apartments, Over 62 Years                                                         ",6150,39312,45462,454620,5400,24986,30386,5400,29020,34420,2013,77,598,CITY,77001,141,1836,S,THROOP ,ST, ,CHICAGO,Three Story       ,Multi Family  ,4,0,Masonry    ,4,0,Full and Unfinished,None,2,0, ,127,3528,3000,     ,        ,0,1,8/11/1994,78000,0,0,                  ,,0,,0,0,     
"1820 S THROOP ST, CHICAGO, IL",-87.6590705,41.8572559,60608,A-HD,17203130400000,211,"Two to Six Apartments, Over 62 Years                                                         ",6150,46204,52354,523540,5400,28257,33657,5400,28257,33657,2013,77,598,CITY,77001,141,1820,S,THROOP ,ST,2,CHICAGO,Two Story        ,Multi Family  ,2,0,Masonry    ,2,0,Full and Unfinished,None,2,0, ,137,1957,3000,     ,        ,0,0,     ,0,1,107762,Appeal Review Complete       ,Assessed Value Not Adjusted,16,Assessed Value Not Adjusted,52354,52354,12/4/2015
"1914 S THROOP ST, CHICAGO, IL",-87.6590387,41.8555884,60608,A-HD,17203230430000,211,"Two to Six Apartments, Over 62 Years                                                         ",5586,42911,48497,484970,4905,39405,44310,4905,39405,44310,2013,77,598,CITY,77001,141,1914,S,THROOP ,ST,2,CHICAGO,Three Story       ,Multi Family  ,4,1,Masonry    ,5,1,Full and Unfinished,None,1,0, ,141,3579,2725,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"2022 S THROOP ST, CHICAGO, IL",-87.6590025,41.8544216,60608,A-HD,17203240360000,318,"Mixed use commercial/residential with apts. above seven units or more or building sq. ft. over 20,000                         ",3237,56899,60136,601360,3237,46583,49820,3237,46782,50019,2013,77,598,CITY,77001,141,2022,S,THROOP ,ST, ,CHICAGO,             ,,        , ,        ,0,0, , ,0,0, ,132,0,3924,0,0,0,2,6/1/2015,527300,1,110716,Appeal Review Complete       ,Assessed Value Not Adjusted,18,Assessed Value Not Adjusted,60136,60136,10/19/2015
"1659 S THROOP ST, CHICAGO, IL",-87.6587054,41.8581113,60608,A-HD,17203060200000,318,"Mixed use commercial/residential with apts. above seven units or more or building sq. ft. over 20,000                         ",5052,56244,61296,612960,5052,56244,61296,5052,56244,61296,2013,77,598,CITY,77001,141,1659,S,THROOP ,ST, ,CHICAGO,             ,,        , ,        ,0,0, , ,0,0, ,137,0,6125,0,0,0,0,     ,0,1,102886,Appeal Review Complete       ,Assessed Value Not Adjusted,18,Assessed Value Not Adjusted,61296,61296,10/19/2015
"1629 S THROOP ST, CHICAGO, IL",-87.6586686,41.8588498,60608,A-HD,17203060090000,211,"Two to Six Apartments, Over 62 Years                                                         ",6406,34334,40740,407400,5625,30395,36020,5625,30395,36020,2013,77,598,CITY,77001,141,1629,S,THROOP ,ST, ,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,3,0,Full and Unfinished,None,2,0, ,137,3828,3125,     ,        ,0,2,8/1/2015,650000,0,0,                  ,,0,,0,0,     
